title,phrase
US - Osimertinib - EF3_ClinicalTrials_OS,Overall survival data for osimertinib therapy
US - Osimertinib - EF3_ClinicalTrials_OS,OS in ADAURA
US - Osimertinib - EF3_ClinicalTrials_OS,overall survival in ADAURA
US - Osimertinib - EF3_ClinicalTrials_OS,overall survival in adjuvant 
US - Osimertinib - EF3_ClinicalTrials_OS,overall survival in adjuvant setting
US - Osimertinib - EF3_ClinicalTrials_OS,OS in adjuvant setting
US - Osimertinib - EF3_ClinicalTrials_OS,OS in LAURA 
US - Osimertinib - EF3_ClinicalTrials_OS,OS in FLAURA 
US - Osimertinib - EF3_ClinicalTrials_OS,OS in FLAURA2
US - Acalabrutinib - DI3_Food_Grapefruit,Acalabrutinib interaction with orange drink
US - Acalabrutinib - DI3_Food_Grapefruit,calquence and grapefruit juice
US - Acalabrutinib - DI3_Food_Grapefruit,calquence and Seville oranges
US - Acalabrutinib - DI3_Food_Grapefruit,Do you have information on the interaction of acalabrutinib with Seville oranges/grapefruit juice?
US - Olaparib - RE3_PublishedData_PAOLA1,Paola-1 Trial
US - Olaparib - RE3_PublishedData_PAOLA1,Tell me about PAOLA-1 study
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 study
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 study results
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 updated results
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 update
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 5 year update
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 5 year data
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 5 year results
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 and ESMO GYN
US - Olaparib - RE3_PublishedData_PAOLA1,PAOLA-1 and ESMO GYN 2023 
US - Olaparib - EF4_ClinicalTrials_Reproduction_Ovarian_BRCA1,Is there a difference in efficacy in patients with BRCA1 vs. BRCA2 mutations?
US - Olaparib - EF4_ClinicalTrials_Reproduction_Ovarian_BRCA1,Difference in Lynparza efficacy in BRCA1 vs BRCA2 mutations
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 trial
US - Olaparib - RE3_PublishedData_SOLO1,Tell me about the SOLO-1 study
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 study
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 update
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 7 year update
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 7 year data
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 7 year results
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 long-term data
US - Olaparib - RE3_PublishedData_SOLO1,SOLO-1 long-term results
US - Acalabrutinib - IN3_Heme_MZL,Acalabrutinib in MZL
US - Acalabrutinib - IN3_Heme_MZL,Calquence in marginal zone lymphoma
US - Acalabrutinib - IN3_Heme_MZL,Calquence in MZL
US - Acalabrutinib - IN3_Heme_MZL,Acalabrutinib in ACE-LY-003
US - Acalabrutinib - IN3_Heme_MZL,Can acalabrutinib be used for patients with MZL?
US - Acalabrutinib - IN2_Renal,Calquence in renal impairment
US - Acalabrutinib - IN2_Renal,calquence in patients on dialysis?
US - Acalabrutinib - IN2_Renal,Acalabrutinib renal
US - Acalabrutinib - IN2_Renal,acalabrutinib and end stage renal disease
US - Acalabrutinib - IN2_Renal,calquence dose adjustments in patients with renal impairment
US - Acalabrutinib - IN2_Renal,Is Calquence indicated in renal impairment?
US - Acalabrutinib - IN2_Renal,What is the recommended dosing in patients with severe renal impairment (eGFR 
US - Acalabrutinib - IN2_Renal,Acalabrutinib and eGFR ≥ 30 mL/min
US - Osimertinib - DE2_Composition,What are the ingredients in Tagrisso
US - Osimertinib - DE2_Composition,ingredients
US - Osimertinib - DE2_Composition,Whats in Tagrisso
US - Osimertinib - DE2_Composition,Whats Tagrisso made out of
US - T-DXd - CO3_Support_Program,What are the support programs for Enhertu?
US - Olaparib - DO3_LateDose_MissedDose,Lynparza/olaparib missed dose
US - Olaparib - DO3_LateDose_MissedDose,What if patient misses dose of Lynparza/olaparib?
US - Olaparib - DO3_LateDose_MissedDose,Missing Lynparza/olaparib dose
US - Olaparib - RE4_PublishedData_PROpel_HRQoL,What are the health-related quality of life results from PROpel?
US - Olaparib - RE4_PublishedData_PROpel_HRQoL,PROpel health related QoL
US - Olaparib - RE4_PublishedData_PROpel_HRQoL,PROpel HRQoL
US - Olaparib - RE4_PublishedData_PROpel_HRQoL,PROpel hrqol
US - Olaparib - RE4_PublishedData_PROpel_HRQoL,PROpel health related outcome
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,Any data on olaparib and abiraterone combination therapy?
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,Study 8 data
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,Study 8 Efficacy
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,Study 8 Safety
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,olaparib and abiraterone combination efficacy
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,Study 8
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,olaparib+abiraterone combination efficacy
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,olaparib and abiraterone combination data
US - Olaparib - EF4_ClinicalTrials_Combination_Abiraterone,olaparib+abiraterone combination data
US - Olaparib - DI1_DrugInteractions,What drug interactions may occur with Lynparza?
US - Olaparib - DI1_DrugInteractions,What drug interactions may occur with olaparib?
US - Olaparib - DI1_DrugInteractions,Drug-Drug interactions with Lynparza/olaparib
US - Olaparib - DI1_DrugInteractions,Drug interactions with Lynparza/olaparib
US - Durvalumab - IN3_ID_COVID19,Use of Imfinzi® (durvalumab) in a COVID-19 positive patient/during COVID-19 pandemic?
US - Durvalumab - IN3_ID_COVID19,imfinzi covid19
US - Acalabrutinib - AD1_Administration,Calquence administration
US - Acalabrutinib - AD1_Administration,How is Calquence administered?
US - Acalabrutinib - AD1_Administration,Acalabrutinib administration
US - Acalabrutinib - AD1_Administration,Can the calquence tablets be broken
US - Acalabrutinib - AD1_Administration,Can the calquence capsules be opened
US - T-dxd - RE4_PublishedData_DESTINYLung01_OE,DESTINY-Lung01 HER2-overexpressing/OE/overexpression
US - T-dxd - RE4_PublishedData_DESTINYLung01_OE,DESTINY-Lung01 Cohorts 1 and 1a
US - T-dxd - RE4_PublishedData_DESTINYLung01_OE,"Apply all variations in the above utterances: Destiny-Lung 01, Destiny Lung 01, Destiny-Lung 1, Destiny Lung 1, DL-01, DL1, DL01, DL 1, DL 01"
US - Olaparib - IN2_Hepatic,Is Lynparza/olaparib indicated in hepatic impairment?
US - Olaparib - IN2_Hepatic,Olaparib/Lynparza hepatic impairment
US - Olaparib - IN2_Hepatic,Lynparza/olaparib liver impairment
US - Olaparib - IN2_Hepatic,Lynparza/olaparib in liver disease
US - Olaparib - IN2_Hepatic,Lynparza/olaparib in hepatic disease
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AEGEAN
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AEGEAN AACR
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AEGEAN AACR 2023
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,AACR AEGEAN
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,AACR AEGEAN Imfinzi
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AACR AEGEAN
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AEGEAN ASCO
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,IMFINZI WCLC 2023 
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,ELCC 2024 AEGEAN
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,ELCC AEGEAN
US - Durvalumab - RE3_PUBLISHEDDATA_AEGEAN,Imfinzi AEGEAN ELCC
US - Osimertinib - ST1_StorageStability,Are there any special instructions for handling Osimertinib?
US - Osimertinib - ST1_StorageStability,"MSDS, OSHA"
US - Osimertinib - ST1_StorageStability,storing tagrisso
US - Osimertinib - ST1_StorageStability,safe handling of tagrisso
US - Osimertinib - ST1_StorageStability,stability of tagrisso
US - Osimertinib - ST1_StorageStability,Preserving osimertinib
US - Osimertinib - ST1_StorageStability,Saving osimertinib
US - T-DXd - CP2_MOA,What is the MOA of Enhertu?
US - Durvalumab - AD3_Instructions_HomeInfusionSetting,Can Imfinzi® (durvalumab) be given in a home infusion setting?
US - Durvalumab - AD3_Instructions_HomeInfusionSetting,imfinzi home infusion
US - Capivasertib - ST1_STORAGESTABILITY,Capivasertib storage
US - Capivasertib - ST1_STORAGESTABILITY,Capivasertib supply
US - Capivasertib - ST1_STORAGESTABILITY,Capivasertib stability
US - Capivasertib - ST1_STORAGESTABILITY,Capivasertib temperature
US - Capivasertib - ST1_STORAGESTABILITY,Capivasertib temperature excursions
US - Capivasertib - ST1_STORAGESTABILITY,TRUQAP storage
US - Capivasertib - ST1_STORAGESTABILITY,TRUQAP supply
US - Capivasertib - ST1_STORAGESTABILITY,TRUQAP stability
US - Capivasertib - ST1_STORAGESTABILITY,TRUQAP temperature
US - Capivasertib - ST1_STORAGESTABILITY,TRUQAP temperature excursions
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,lynparza ESMO
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Lynparza
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO 2022 Lynparza
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Congress lynparza
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Congress 2022 lynparza
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,Olaparib ESMO
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Olaparib
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO 2022 Olaparib
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Congress Olaparib
US - Olaparib - SS3_ContactPharmaGroup_ESMOCongress,ESMO Congress 2022 Olaparib
US - Durvalumab - RE4_PublishedData_PACIFIC_Chemoradiation,What were the prior chemoradiation therapy regimens in PACIFIC?
US - Durvalumab - RE4_PublishedData_PACIFIC_Chemoradiation,prior chemoradiotherapy pacific
US - Durvalumab - DE1_Description,Tell me about Imfinzi
US - Durvalumab - DE1_Description,durva
US - Durvalumab - DE1_Description,infinzi
US - Durvalumab - DE1_Description,infimzi
US - T-DXd - SA3_AdverseEvents_MostCommon,What are the most common adverse reactions with Enhertu?
US - T-DXd - SA3_AdverseEvents_MostCommon,common adverse events with Enhertu
US - Olaparib - RE3_PublishedData_SOLO3,SOLO-3 trial
US - Olaparib - RE3_PublishedData_SOLO3,SOLO-3 Dear HCP letter
US - Olaparib - RE3_PublishedData_SOLO3,Lynparza Dear HCP letter
US - Olaparib - RE3_PublishedData_SOLO3,SOLO-3 OS results
US - Olaparib - RE3_PublishedData_SOLO3,SOLO-3 Overall Survival
US - Olaparib - RE3_PublishedData_SOLO3,SOLO-3 post-hoc analysis
US - Acalabrutinib - IN3_Reproduction_Pregnancy,Calquence in pregnancy
US - Acalabrutinib - IN3_Reproduction_Pregnancy,acalabrutinib in pregnancy
US - Acalabrutinib - IN3_Reproduction_Pregnancy,Acalabrutinib in pregnant patients
US - Acalabrutinib - IN3_Reproduction_Pregnancy,acalabrutinib effect on fetus
US - Acalabrutinib - IN3_Reproduction_Pregnancy,Is Calquence indicated in pregnant patients?  
US - Acalabrutinib - IN3_Reproduction_Pregnancy,Can Calquence® (acalabrutinib) be used in pregnant patients?
US - Durvalumab - RE4_PublishedData_DUO-O_Safety,DUO-O safety
US - Durvalumab - RE4_PublishedData_DUO-O_Safety,Safety of DUO-O
US - Durvalumab - RE4_PublishedData_DUO-O_Safety,DUO-O safety results
US - Durvalumab - RE4_PublishedData_DUO-O_Safety,What is the safety results of DUO_O study
US - Durvalumab - RE2_ParticipationOpportunity,Enrollment in Imfinzi® (durvalumab) clinical trials?
US - Durvalumab - RE2_ParticipationOpportunity,imfinzi enrollment
US - Olaparib - RE4_PublishedData_PROfound_Safety,What are the safety results of PROfound?
US - Olaparib - RE4_PublishedData_PROfound_Safety,Profound safety
US - Olaparib - RE4_PublishedData_PROfound_Safety,profound safety results
US - Olaparib - RE4_PublishedData_PROfound_Safety,profound adverse events
US - Olaparib - RE4_PublishedData_PROfound_Safety,PROfound AE
US - Olaparib - RE4_PublishedData_PROfound_Safety,AE PROfound
US - Olaparib - SA4_AdverseEvents_Heme_MDS,What is the updated incidence of myelodysplastic syndrome (MDS) with Lynparza?
US - Olaparib - SA4_AdverseEvents_Heme_MDS,What is the updated incidence of acute myeloid leukemia (AML) with Lynparza?
US - Olaparib - SA4_AdverseEvents_Heme_MDS,What is the rate of MDS/AML in Lynparza?
US - Olaparib - SA4_AdverseEvents_Heme_MDS,What is the rate of MDS/AML in Olaparib?
US - Olaparib - SA4_AdverseEvents_Heme_MDS,Lynparza acute myeloid leukemia/AML
US - Olaparib - SA4_AdverseEvents_Heme_MDS,Lynparza myelodysplastic syndrome/MDS
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate,What is the efficacy of Lynparza in prostate cancer?
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate,olaparib trials in prostate
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate,olaparib efficacy in prostate
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,What were the safety outcomes from TOPAZ
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,safety results for TOPAZ-1
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,safety data for topaz-1
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,Adverse event results/data for Topaz
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,AE results/data from Topaz
US - Durvalumab - RE4_OngoingStudies_TOPAZ1_Safety,Adverse reactions in Topaz
US - Olaparib - SA2_AEManagement,What should be done in the case of an adverse event? Lynparza
US - Olaparib - SA2_AEManagement,Management of Lynparza Adverse Events
US - Olaparib - SA2_AEManagement,Management of Lynparza AEs
US - Olaparib - SA2_AEManagement,Lynparza AE managment
US - Olaparib - SA2_AEManagement,Managing Lynparza adverse events
US - Olaparib - SA2_AEManagement,Managing lynparza AEs
US - Olaparib - SA2_AEManagement,Management of nausea lynparza
US - Osimertinib - SS3_ContactPharmaGroup_Samples,Can I order samples of Tagrisso® (osimertinib)?
US - Durvalumab - RE3_PublishedData_MEDIOLA,Tell me about the MEDIOLA study
US - Durvalumab - RE3_PublishedData_MEDIOLA,MEDIOLA
US - Durvalumab - RE3_PublishedData_MEDIOLA,MEDIOLA study
US - Durvalumab - RE3_PublishedData_MEDIOLA,Durvalumab and olaparib in ovarian cancer
US - Durvalumab - RE3_PublishedData_MEDIOLA,Imfinzi and Lynparza in ovarian cancer
US - Durvalumab - RE3_PublishedData_MEDIOLA,MEDIOLA study results
US - Durvalumab - RE3_PublishedData_MEDIOLA,MEDIOLA results
US - Durvalumab - RE3_PublishedData_MEDIOLA,Olaparib and durvalumab
US - Durvalumab - RE3_PublishedData_MEDIOLA,Imfinzi and Lynparza
US - Durvalumab - RE3_PublishedData_MEDIOLA,Lynparza and Imfinzi
US - Durvalumab - RE3_PublishedData_MEDIOLA,Durvalumab and olaparib
US - Durvalumab - RE3_PublishedData_MEDIOLA,Olaparib and durvalumab in ovarian cancer
US - Durvalumab - RE3_PublishedData_MEDIOLA,Durvalumab and olaparib in ovarian cancer
US - Durvalumab - RE3_PublishedData_NeoCOAST,NeoCOAST
US - Olaparib - SA3_AdverseEvents_MostCommon,What are the most common adverse events? Lynparza
US - Olaparib - SA3_AdverseEvents_MostCommon,Lynparza/olaparib adverse events
US - Olaparib - SA3_AdverseEvents_MostCommon,Lynparza/olaparib AEs
US - Olaparib - SA3_AdverseEvents_MostCommon,What are the most common adverse events with Lynparza/olaparib?”
US - Olaparib - SA3_AdverseEvents_MostCommon, Lynparza/olaparib most common AEs
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Can I use Osimertinib with a MET inhibitor?
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,combination/coadministration with MET inhibitor/savolitinib
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Tagrisso with MET inhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Can you provide info on MET inhibitor and drug DI
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Provide me information related to MET inhibitor and Tagrisso DI
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Can there be any possible Tagrisso DI MET inhibitor
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,What can you tell me about Tagrisso DI with MET inhibitor
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Drug interactions and METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,METInhibitors and Drug interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Can you provide info on METInhibitors and drugx interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Provide me information related to METInhibitors and drugx interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Can there be any possible drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Any possible drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Help me know about drugx interactions and METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,What can you tell me about drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Help me know about drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Are there any possible drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,I am interested to know about drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,I am curious to know about drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,May i have information on drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Info on drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Explain about drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,What can you explain about drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Give me explaination on drugx and METInhibitors interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Does drugx have any possible interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Let me know about drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Let me know about any possible drugx interactions with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,What drugx interactions are possible with METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,What interactions are possible between drugx METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,I am interested to know about interactions between drugx and METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Tell me about possible interactions between drugx METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Drug interactions METInhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,METInhibitors Drug interactions
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,Tagrisso combination/coadministration with met inhibitors/savoltitinib
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,combination/coadministration with met inhibitors/savoltitinib Tagrisso
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,combination with MET inhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,tagrisso combination with MET inhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,combination with MET inhibitors tagrisso
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,coadministration with MET inhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,tagrisso coadministration with MET inhibitors
US - Osimertinib - IN3 - PlaceInTherapy_METInhibitors,coadministration with MET inhibitors tagrisso
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Are you asking for the Imfinzi® (durvalumab) Prescribing Information?
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,imfinzi pi
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,imfinzi prescribing information
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,imfinzi package insert
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Please display Imfinzi PI
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Can I please see the Imfinzi PI link
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Please provide the link to the Imfinzi PI
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Link to the package insert for durvalumab
US - Durvalumab- SS4_HCPSupport_Resources_PrescribingInformation,Please show the prescribing information for durvalumab
US - Durvalumab - RE4_PublishedData_PACIFIC_Pneumonitis,What was the occurrence of pneumonitis with Imfinzi® (durvalumab) in PACIFIC?
US - Durvalumab - RE4_PublishedData_PACIFIC_Pneumonitis,imfinzi pacific pneumonitis
US - T-DXd - IN3_CNS_Metastasis,Use of Enhertu in CNS metastasesAre there any data with Enhertu/T-DXd in patients with brain mets?    
US - T-DXd - IN3_CNS_Metastasis,Are there any data with Enhertu/T-DXd in patients with brain mets?
US - T-DXd - IN3_CNS_Metastasis,Are there any data with Enhertu/T-DXd in patients with active brain metastases?
US - T-DXd - IN3_CNS_Metastasis, Are there any data with Enhertu/T-DXd in patients with brain metastases?
US - T-DXd - IN3_CNS_Metastasis,Does Enhertu/T-DXd penetrate the CNS?
US - T-DXd - IN3_CNS_Metastasis,What is the mechanism of antibody-drug conjugates penetrating the blood-brain barrier in patients with CNS metastases?  
US - T-DXd - IN3_CNS_Metastasis,Does Enhertu/T-DXd cross the blood-brain barrier?       
US - Capivasertib - CAPITELLO-291 EFFICACY,What are the most common AEs in Capitello-291?
US - Capivasertib - CAPITELLO-291 EFFICACY,What are the most common AEs in Capitello-291?
US - Capivasertib - CAPITELLO-291 EFFICACY,What are the AEs with capivasertib?
US - Capivasertib - CAPITELLO-291 EFFICACY,Safety of capivasertib?
US - Capivasertib - CAPITELLO-291 EFFICACY,Most common AEs with capivasertib?
US - Capivasertib - CAPITELLO-291 EFFICACY,Capitello-291 safety profile 
US - Tremelimumab - DO1_Dosing,what is recommended dosage for tremelimumab  
US - Tremelimumab - DO1_Dosing,What dosing has been used in clinical trials
US - Tremelimumab - DO1_Dosing,how is treme administered
US - Tremelimumab - DO1_Dosing,"Dosage of treme, administration of treme"
US - Olaparib - IN3_Subgroup_Pediatrics,Is Lynparza indicated in pediatric patients?
US - Olaparib - IN3_Subgroup_Pediatrics,Use of Lynparza in children
US - Olaparib - IN3_Subgroup_Pediatrics,Use of Lynparza in pediatric patients
US - Olaparib - IN3_Subgroup_Pediatrics,Lynparza in pediatric patients
US - Olaparib - IN3_Subgroup_Pediatrics,Lynparza in children
US - Olaparib - IN3_Subgroup_Pediatrics,Is olaparib indicated in pediatric patients?
US - Olaparib - IN3_Subgroup_Pediatrics,Use of olaparib in children
US - Olaparib - IN3_Subgroup_Pediatrics,Use of olaparib in pediatric patients
US - Olaparib - IN3_Subgroup_Pediatrics,olaparib in pediatric patients
US - Olaparib - IN3_Subgroup_Pediatrics,olaparib in children
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,IMFINZI results from ELCC 2024
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,durvalumab results from ELCC 2024
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC 2024 PACIFIC2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC PACIFIC2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC 2024 PACIFIC 2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC PACIFIC 2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC 2024 PAC2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC PAC2
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Imfinzi PACIFIC2 ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Imfinzi PACIFIC 2 ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Imfinzi PAC2 ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,CORRELATE study
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,CORRELATE study results
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,CORRELATE study data
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC 2024 CORRELATE
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,ELCC CORRELATE
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Imfinzi CORRELATE ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Imfinzi CORRELATE results ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,CORRELATE results ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,IMFINZI ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,IMFINZI ELCC 2024
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,IMFINZI data from ELCC 2024
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Durvalumab ELCC
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Durvalumab ELCC 2024
US - Durvalumab - SS3_CONTACTPHARMAGROUP_ELCC2024,Durvalumab data from ELCC 2024
US - Olaparib - RE4_PUBLISHEDDATA_DUO-O_SAFETY,DUO-O ssafety
US - Olaparib - RE4_PUBLISHEDDATA_DUO-O_SAFETY,Safety of DUO-O
US - Olaparib - RE4_PUBLISHEDDATA_DUO-O_SAFETY,DUO-O safety results
US - Olaparib - RE4_PUBLISHEDDATA_DUO-O_SAFETY,What is the safety results of DUO_O study
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,Osimertinib ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,Tagrisso data from ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,Osimertinib data from ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,OCELOT ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,OCELOT interim analysis data from ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,RWE study data of LTS from ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,FLAURA2 ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,Tagrisso ESMO 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMO2023,tagrisso ESMO
